141,500
349,588
165,858
296,110
104,4993
539,6539
339,6377
318,1089
111,480
16,2858
593,1704
590,1270
344,1214
39,32
480,32
590,2762
480,2762
588,480
95,293
608,32
50,1580
541,377
586,1198
380,1089
337,780
223,1240
368,2028
16,541
593,1580
541,47
593,858
551,1270
608,541
288,7153
434,293
62,293
21,10
292,356
34,1682
380,1
434,296
141,1291
357,527
50,6377
357,589
16,1704
292,5952
19,2628
594,858
434,1036
368,1240
111,34
357,1704
288,47
21,592
292,3578
288,6377
480,7153
595,780
292,58559
587,597
590,6539
586,316
380,588
480,589
316,344
1,50
150,608
480,595
380,367
141,318
608,293
368,593
292,590
356,4993
434,1580
231,296
434,1210
592,150
480,457
356,1198
356,1270
608,4226
541,50
111,1704
19,2762
356,380
594,2628
368,780
6,344
434,150
318,165
339,2028
368,1193
339,1721
34,377
16,296
6,608
50,32
500,231
62,1704
344,318
95,1240
223,58559
608,1704
6,590
104,597
356,2762
367,150
95,2571
6,47
592,316
10,4993
339,593
367,1580
318,6539
339,1580
318,58559
10,356
153,1580
141,1704
47,318
39,588
527,527
208,1210
50,8961
380,1682
356,356
541,1
551,2028
541,380
339,457
10,8961
590,1198
104,588
368,589
16,2571
593,1265
32,780
317,293
153,7361
586,588
480,4993
380,32
21,1214
318,593
380,318
480,3793
95,34
153,780
356,3793
593,110
300,2028
296,1704
95,1198
434,231
349,595
1,3578
208,2028
480,4306
380,2959
344,110
288,1198
457,34
608,2028
39,1136
292,2628
288,6539
104,1580
260,7361
339,2959
590,590
141,2571
292,8961
590,2959
608,4306
357,1270
231,260
223,296
377,34
39,47
457,3793
318,541
590,527
480,2628
541,593
608,1682
539,6377
590,1136
47,2762
380,589
16,58559
1,260
590,7153
590,318
480,1704
368,110
288,648
597,1210
434,260
364,1210
292,2959
19,1265
185,5952
6,592
47,356
95,1196
141,6874
380,480
111,6377
410,597
410,260
288,2571
593,260
587,344
368,1198
21,648
597,1704
608,3793
39,1198
377,2858
457,110
21,296
480,1136
223,590
500,356
104,1265
141,344
141,1197
62,1265
357,4886
21,364
208,110
153,500
357,110
608,10
380,592
380,1196
111,2858
317,858
368,3578
480,1291
288,593
593,150
592,780
586,1200
110,527
153,1196
480,1200
141,260
318,296
434,10
608,648
551,377
357,858
551,4306
368,1210
292,4993
368,1196
21,4993
292,1721
357,1196
288,1200
47,47
317,1704
47,2028
590,588
19,316
527,588
25,527
541,318
357,2028
527,1210
62,79132
6,457
356,1682
590,153
344,380
288,480
317,589
141,7153
368,527
34,1036
356,500
593,2571
541,457
434,7153
434,4886
260,47
2,6874
292,858
608,8961
34,356
380,5952
587,2858
329,1136
223,260
380,8961
288,2628
21,4306
141,858
590,1210
588,110
588,457
592,231
111,1036
21,2858
541,367
349,589
349,527
588,367
587,1580
141,480
364,648
185,34
110,1089
593,50
608,356
551,296
367,1196
62,593
25,79132
260,296
593,3793
21,5952
104,6377
434,32
161,318
590,780
588,590
19,32
380,6874
357,364
21,2571
590,4306
589,590
480,153
19,165
50,1291
480,6539
1,3793
608,780
597,1136
6,34
318,1136
454,7361
380,457
317,6874
1,316
434,4993
34,1580
21,7153
318,4226
608,380
62,260
10,4306
292,153
317,457
480,1036
339,6539
344,2762
292,1198
434,1193
434,1213
21,1240
6,588
208,380
454,2858
434,1089
6,364
223,34
349,356
1,648
318,608
586,589
368,1214
231,1704
356,4226
19,1210
594,377
590,1200
223,318
368,380
480,1580
344,356
357,1221
21,858
357,1265
380,3578
32,1198
434,858
380,79132
480,608
16,1136
527,1291
318,1193
608,2329
608,1213
587,500
141,364
21,1221
586,3578
296,50
293,344
50,318
288,590
21,2959
368,2762
539,4306
223,7153
185,595
153,6377
223,1198
62,2028
16,1193
34,3793
597,1200
104,500
32,593
223,4886
62,3793
16,293
21,260
165,592
339,364
165,1198
292,79132
6,380
608,2628
1,500
292,1221
110,1193
480,1089
6,377
593,3578
317,47
104,1136
337,50
223,480
588,150
368,1291
457,2628
339,318
62,1198
6,480
586,58559
339,1214
380,1036
153,296
608,1721
288,4226
380,231
339,1265
293,608
34,2628
21,780
590,1193
587,153
165,480
588,165
356,1265
380,648
380,34
104,10
32,1196
593,588
165,5952
586,1265
292,1580
288,1197
1,527
380,1193
288,364
380,7153
19,457
541,595
292,1240
587,356
21,541
480,500
500,588
95,589
288,1210
480,1682
592,595
368,356
110,2028
288,1291
62,1089
19,648
288,1214
111,1721
62,1721
62,1221
380,47
457,2858
150,780
597,1214
288,377
380,608
380,364
367,4306
480,780
318,4306
434,3578
318,1196
62,344
296,2959
39,3793
50,1721
95,260
592,588
110,2571
1,1197
95,1200
223,780
588,318
608,34
551,593
380,593
586,1196
153,153
593,2628
434,110
592,356
62,6874
597,1721
590,231
593,6377
1,590
111,4886
339,480
292,4886
39,1210
1,2329
356,7153
586,457
39,1270
594,2028
349,377
318,1210
208,2571
165,2028
6,318
588,356
318,293
318,2571
153,2858
457,3578
380,1200
593,648
590,1089
141,3578
16,1196
19,2571
6,500
337,110
34,780
292,2571
316,2571
368,367
153,1704
104,595
19,367
34,318
551,47
590,1214
2,318
356,1197
223,1136
39,1213
1,1196
318,4993
594,597
111,2959
50,608
141,4226
590,4226
586,5952
21,3578
16,527
288,6874
292,592
480,1193
357,1210
