32,780,3.0
32,1036,5.0
32,1196,4.0
32,1197,5.0
32,1198,5.0
34,10,5.0
34,110,0.5
34,318,4.0
34,356,4.0
34,377,4.5
34,589,3.5
34,780,3.0
34,1036,2.5
34,1580,2.5
34,1682,2.5
34,1721,0.5
34,2571,3.0
34,2628,3.5
34,2762,3.0
34,2959,4.0
34,3793,5.0
34,4226,4.5
34,4306,3.5
34,5952,1.0
34,6539,5.0
34,6874,5.0
39,32,3.0
39,47,3.0
39,50,5.0
39,260,5.0
39,296,5.0
39,364,4.0
39,457,4.0
39,588,4.0
39,589,4.0
39,592,4.0
39,593,5.0
39,608,5.0
39,858,4.0
39,1036,4.0
39,1089,5.0
39,1136,4.0
39,1196,5.0
39,1197,5.0
39,1198,4.0
39,1200,5.0
39,1210,5.0
39,1213,4.0
39,1214,5.0
39,1221,5.0
39,1270,4.0
39,1291,5.0
39,2571,5.0
39,2762,5.0
39,2858,5.0
39,3793,4.0
47,47,3.0
47,150,3.0
47,318,4.0
47,356,4.5
47,500,1.0
47,590,3.5
47,593,2.0
47,597,3.0
47,1265,2.0
47,1580,1.5
47,1721,3.5
47,2028,4.0
47,2762,3.0
47,2959,2.0
50,1,3.0
50,32,3.0
50,165,3.0
50,296,4.0
50,318,3.5
50,356,3.0
50,541,4.0
50,593,3.5
50,608,4.0
50,858,4.0
50,1036,3.5
50,1136,4.0
50,1198,3.5
50,1291,3.0
50,1580,2.5
50,1682,2.5
50,1721,3.0
50,2571,2.5
50,2959,3.0
50,4226,3.0
50,4306,2.0
50,4886,3.0
50,6377,3.0
50,6539,3.0
50,6874,3.5
50,8961,3.0
50,58559,3.0
50,79132,2.5
62,47,4.5
62,110,4.5
62,260,4.5
62,293,5.0
62,296,4.5
62,318,4.0
62,344,3.0
62,356,5.0
62,527,4.5
62,593,5.0
62,858,5.0
62,1089,5.0
62,1193,4.0
62,1196,4.5
62,1198,4.5
62,1210,4.5
62,1221,5.0
62,1265,4.0
62,1270,4.5
62,1291,4.5
62,1580,3.0
62,1682,4.5
62,1704,5.0
62,1721,4.0
62,2028,4.0
62,2329,4.5
62,2571,5.0
62,2628,4.5
62,2762,4.5
62,2959,5.0
62,3578,4.5
62,3793,3.0
62,4306,1.0
62,4993,5.0
62,5952,5.0
62,6539,4.0
62,6874,5.0
62,7153,5.0
62,7361,4.5
62,8961,4.5
62,58559,5.0
62,79132,5.0
95,32,4.0
95,34,4.0
95,260,5.0
95,293,4.5
95,480,3.5
95,541,5.0
95,589,4.0
95,608,4.5
95,1036,5.0
95,1089,5.0
95,1196,5.0
95,1198,5.0
95,1200,4.5
95,1210,4.5
95,1214,4.0
95,1221,5.0
95,1240,5.0
95,1270,5.0
95,1291,3.5
95,2028,5.0
95,2571,5.0
95,3793,4.0
95,5952,4.5
95,7361,5.0
104,10,3.0
104,47,0.5
104,110,1.0
104,260,3.0
104,293,4.0
104,356,4.0
104,364,4.0
104,367,3.0
104,380,3.5
104,500,3.0
104,527,4.5
104,588,4.0
104,592,3.0
104,595,5.0
104,597,4.0
104,608,4.0
104,780,4.0
104,858,1.5
104,1136,4.5
104,1265,4.0
104,1270,2.0
104,1580,3.0
104,2628,3.0
104,4226,4.0
104,4306,4.5
104,4886,4.0
104,4993,3.0
104,5952,4.0
104,6377,4.0
104,6539,3.0
104,7361,2.5
104,8961,4.0
110,47,4.5
110,110,3.5
110,296,4.5
110,527,4.0
110,541,4.0
110,608,4.5
110,1089,4.0
110,1193,4.0
110,1198,3.5
110,2028,3.5
110,2571,4.0
110,2762,3.0
110,2858,4.5
110,2959,4.5
111,34,2.5
111,318,4.5
111,356,5.0
111,364,3.5
111,480,2.5
111,500,4.0
111,588,4.5
111,593,0.5
111,595,3.0
111,597,4.0
111,1036,2.0
111,1197,3.5
111,1580,3.0
111,1682,4.0
111,1704,4.0
111,1721,4.0
111,2329,3.5
111,2571,0.5
111,2858,4.0
111,2959,5.0
111,4226,3.5
111,4306,3.0
111,4886,3.0
111,6377,4.0
111,6539,3.0
111,6874,3.5
111,7361,3.5
111,8961,1.0
111,58559,4.0
111,79132,4.5
141,1,4.0
141,47,3.0
141,110,3.5
141,150,3.5
141,231,3.0
141,260,4.0
141,296,4.0
141,318,4.0
141,344,2.0
141,356,4.0
141,364,4.0
141,367,2.5
141,480,3.0
141,500,3.0
141,588,4.0
141,780,3.0
141,858,2.5
141,1196,3.0
141,1197,3.5
141,1198,3.0
141,1210,4.5
141,1265,3.5
141,1270,2.5
141,1291,2.5
141,1580,3.5
141,1682,3.0
141,1704,3.5
141,2028,4.0
141,2571,3.5
141,2959,5.0
141,3578,5.0
141,4226,3.0
141,4306,4.0
141,4886,4.0
141,4993,4.0
141,5952,3.5
141,6377,4.5
141,6539,4.0
141,6874,3.0
141,7153,4.0
141,8961,4.5
141,58559,5.0
150,32,5.0
150,608,4.0
150,648,4.0
150,780,4.0
153,1,2.0
153,153,0.5
153,296,3.0
153,356,3.5
153,364,3.0
153,500,2.0
153,527,2.0
153,597,0.5
153,780,0.5
153,858,1.0
153,1193,3.0
153,1196,0.5
153,1198,0.5
153,1580,0.5
153,1682,4.5
153,1704,4.0
153,1721,2.0
153,2571,0.5
153,2858,3.0
153,2959,0.5
153,4226,4.0
153,4306,2.0
153,6377,1.0
153,7361,5.0
161,1,4.0
161,318,5.0
161,380,3.5
165,110,4.0
165,377,4.0
165,480,4.0
165,592,4.0
165,858,3.0
165,1196,4.0
165,1197,5.0
165,1198,5.0
165,1210,3.0
165,1221,3.0
165,1291,5.0
165,2028,3.0
165,2571,4.0
165,5952,5.0
185,1,4.0
185,34,2.0
185,364,4.0
185,588,4.0
185,595,4.0
185,1721,3.0
185,4226,5.0
185,5952,4.0
208,10,2.0
208,110,4.0
208,380,2.0
208,457,3.0
208,589,4.0
208,1210,4.0
208,2028,5.0
208,2571,5.0
208,2628,4.0
208,2762,4.0
223,1,3.5
223,34,1.0
223,47,3.0
223,110,3.5
223,260,3.5
223,296,3.0
223,318,4.5
223,344,1.0
223,367,1.5
223,457,3.0
223,480,3.5
223,590,3.0
223,593,2.5
223,595,3.5
223,608,3.0
223,780,3.5
223,1136,3.5
223,1198,3.5
223,1240,3.0
223,1265,3.5
223,1704,3.5
223,1721,2.0
223,2571,3.5
223,2628,3.0
223,2762,4.5
223,3793,4.0
223,4226,4.0
223,4306,4.0
223,4886,4.0
223,6377,3.5
223,6874,3.5
223,7153,3.5
223,7361,3.0
223,8961,4.5
223,58559,4.5
231,260,4.0
231,296,4.0
231,527,2.0
231,589,5.0
231,593,4.0
231,858,4.0
231,1036,5.0
231,1196,3.5
231,1198,4.0
231,1200,5.0
231,1214,4.0
231,1240,4.0
231,1270,4.0
231,1291,4.0
231,1704,2.0
231,2571,5.0
231,2858,4.0
231,5952,3.0
231,58559,5.0
253,608,5.0
260,47,4.5
260,50,5.0
260,296,4.5
260,608,5.0
260,1089,5.0
260,2329,4.0
260,2959,4.0
260,3578,2.0
260,4226,4.0
260,6874,4.5
260,7361,3.5
288,1,4.5
288,10,3.0
288,32,5.0
288,34,4.0
288,47,3.5
288,110,5.0
288,150,3.0
288,153,2.0
288,231,3.0
288,260,5.0
288,296,5.0
288,318,5.0
288,344,3.0
288,356,5.0
288,364,3.0
288,367,2.0
288,377,3.0
288,380,3.0
288,457,3.0
288,480,2.0
288,500,3.0
288,527,5.0
288,541,4.0
288,588,4.0
288,589,4.0
288,590,5.0
288,592,3.0
288,593,5.0
288,595,4.0
288,597,3.0
288,608,4.0
288,648,1.0
288,780,1.0
288,1036,3.0
288,1136,5.0
288,1193,5.0
288,1196,4.5
288,1197,4.0
288,1198,5.0
288,1200,3.0
288,1210,4.5
288,1213,4.0
288,1214,3.0
288,1240,3.0
288,1265,4.5
288,1270,5.0
288,1291,5.0
288,1580,4.0
288,1682,4.0
288,1704,3.5
288,1721,3.0
288,2028,3.5
288,2329,4.5
288,2571,3.0
288,2628,4.0
288,2762,3.0
288,2959,3.5
288,3578,2.0
288,3793,3.5
288,4226,4.5
288,4306,4.0
288,4886,4.5
288,4993,5.0
288,5952,3.5
288,6377,3.5
288,6539,4.0
288,6874,4.0
288,7153,4.0
288,7361,4.5
288,8961,4.0
288,58559,4.5
292,1,4.0
292,10,3.5
292,32,2.0
292,34,3.5
292,110,2.5
292,153,3.0
292,165,3.5
292,231,2.0
292,260,4.0
292,296,3.0
292,318,5.0
292,344,2.0
292,356,4.5
292,364,4.5
292,367,2.5
292,377,3.5
292,380,4.0
292,457,4.0
292,480,4.0
292,500,4.0
292,541,3.5
292,588,4.0
292,589,4.0
292,590,3.0
292,592,3.5
292,593,3.0
292,595,4.5
292,597,3.5
292,608,2.0
292,780,4.5
292,858,4.0
292,1036,4.0
292,1136,4.0
292,1193,2.5
292,1196,4.0
292,1198,4.0
292,1210,4.0
292,1214,3.0
292,1221,4.0
292,1240,4.0
292,1270,4.0
292,1291,4.5
292,1580,4.0
292,1721,4.0
292,2028,4.0
292,2571,4.0
292,2628,4.0
292,2762,4.0
292,2959,2.0
292,3578,3.0
292,3793,3.0
292,4306,4.0
292,4886,4.0
292,4993,3.5
292,5952,3.5
292,6377,3.5
292,6539,4.0
292,7153,3.5
292,8961,3.5
292,58559,4.0
292,79132,3.0
293,1,3.0
293,344,2.0
293,593,4.0
293,608,3.0
293,1682,4.0
296,50,5.0
296,110,5.0
296,296,4.5
296,318,5.0
296,356,5.0
296,527,4.5
296,1704,5.0
296,2028,4.5
296,2571,4.5
296,2628,1.0
296,2959,5.0
296,79132,5.0
300,318,4.0
300,356,4.0
300,527,5.0
300,593,4.0
300,1704,3.0
300,2028,4.0
300,2329,4.0
300,2571,4.0
300,2762,3.5
300,2858,5.0
300,2959,4.5
300,7361,5.0
300,79132,4.0
316,344,4.5
316,367,2.5
316,2571,4.5
316,2858,4.0
316,5952,3.0
316,6874,4.0
316,7361,4.0
317,32,4.0
317,47,5.0
317,50,5.0
317,110,5.0
317,150,3.0
317,260,4.0
317,293,5.0
317,296,5.0
317,318,4.0
317,356,5.0
317,457,3.0
317,589,4.0
317,593,5.0
317,608,5.0
317,858,5.0
317,1089,5.0
317,1193,3.0
317,1200,4.0
317,1213,4.0
317,1704,5.0
317,2028,5.0
317,2329,5.0
317,2571,4.0
317,2762,2.0
317,2858,5.0
317,2959,5.0
317,3578,3.0
317,4306,4.0
317,6874,5.0
317,7361,4.0
317,8961,2.0
317,58559,4.0
317,79132,4.0
318,32,4.5
318,47,4.0
318,153,3.0
318,165,3.5
318,260,3.0
318,293,3.5
318,296,4.5
318,318,4.0
318,344,3.5
318,356,4.5
318,364,4.5
318,377,3.5
318,480,4.0
318,500,3.5
318,527,4.0
318,541,3.5
318,590,3.5
318,593,4.0
318,595,3.5
318,608,4.0
318,648,3.0
318,780,4.0
318,1036,4.0
318,1089,4.0
318,1136,3.5
318,1193,4.0
318,1196,3.0
318,1210,4.0
318,1265,4.0
318,1270,2.5
318,1580,4.0
318,1682,4.5
318,2028,3.5
318,2571,3.5
318,2628,3.0
318,2858,3.5
318,4226,4.0
318,4306,3.5
318,4886,3.5
318,4993,4.0
318,5952,3.5
318,6539,3.5
318,6874,3.0
318,7153,3.5
318,7361,4.5
318,58559,4.0
318,79132,4.0
329,50,2.0
329,318,2.0
329,593,2.0
329,858,2.0
329,1136,0.5
329,1193,4.0
337,1,4.0
337,32,4.0
337,47,5.0
337,50,3.0
337,110,5.0
337,260,5.0
337,318,5.0
337,648,5.0
337,780,5.0
337,1210,5.0
339,1,4.0
339,32,3.0
339,47,4.5
339,150,4.0
339,296,2.5
339,318,4.0
339,356,4.0
339,364,4.0
339,457,4.0
339,480,4.0
339,527,5.0
339,541,5.0
339,592,2.5
339,593,5.0
339,608,5.0
339,648,4.0
339,858,4.5
339,1193,5.0
339,1198,5.0
339,1213,4.5
339,1214,4.0
339,1221,4.5
339,1265,5.0
339,1270,4.0
339,1291,4.0
339,1580,2.0
339,1682,4.5
339,1721,4.0
339,2028,5.0
339,2762,4.5
339,2858,5.0
339,2959,4.0
339,3578,5.0
339,4226,4.5
339,4306,4.0
339,4886,4.0
339,4993,3.5
339,5952,4.0
339,6377,4.0
339,6539,3.0
339,7153,4.0
339,7361,4.5
339,8961,4.0
339,58559,3.0
339,79132,5.0
344,110,4.5
344,260,5.0
344,316,3.5
344,318,5.0
344,356,5.0
344,380,5.0
344,1210,5.0
344,1214,1.0
344,1265,5.0
344,1270,5.0
344,2028,4.0
344,2571,5.0
344,2628,5.0
344,2762,3.0
344,2858,5.0
344,3793,5.0
344,4226,1.5
344,4306,5.0
349,10,4.0
349,34,5.0
349,165,4.0
349,231,2.0
349,296,4.0
349,344,4.0
349,356,5.0
349,364,4.0
349,367,4.0
349,377,5.0
349,480,3.0
349,500,3.0
349,527,4.0
349,588,4.0
349,589,4.0
349,590,4.0
349,593,5.0
349,595,3.0
349,597,5.0
356,50,3.5
356,316,4.0
356,318,4.5
356,344,1.5
356,356,4.0
356,380,3.0
356,457,4.5
356,500,4.0
356,541,4.5
356,1036,3.0
356,1089,5.0
356,1136,4.0
356,1197,4.0
356,1198,4.0
356,1265,4.0
356,1270,5.0
356,1291,4.5
356,1682,3.0
356,1704,4.5
356,2028,4.0
356,2571,4.0
356,2762,4.0
356,2858,4.0
356,2959,5.0
356,3578,4.0
356,3793,3.5
356,4226,5.0
356,4993,3.5
356,5952,3.5
356,6539,3.0
356,7153,3.5
356,7361,5.0
356,58559,5.0
357,1,5.0
357,34,4.0
357,50,5.0
357,110,4.0
357,150,3.5
357,153,2.5
357,260,4.0
357,296,4.5
357,318,4.0
357,356,3.5
357,364,3.5
357,480,4.0
357,500,3.5
357,527,5.0
357,588,4.5
357,589,3.5
357,590,3.5
357,592,3.0
357,593,4.5
357,595,4.0
357,597,4.0
357,608,4.0
357,780,4.0
357,858,5.0
357,1089,3.0
357,1136,4.5
357,1196,4.5
357,1197,4.5
357,1198,4.0
357,1210,4.0
357,1213,5.0
357,1221,5.0
357,1265,4.5
357,1270,4.0
357,1291,3.5
357,1580,3.5
357,1682,3.5
357,1704,5.0
357,1721,4.0
357,2028,4.5
357,2329,4.0
357,2628,3.0
357,2762,5.0
357,2858,3.5
357,2959,4.5
357,3578,4.5
357,4306,4.0
357,4886,4.0
357,6377,4.5
357,7153,3.5
357,7361,5.0
357,8961,4.0
357,58559,4.5
357,79132,4.0
364,1,5.0
364,32,3.0
364,260,4.0
364,648,3.0
364,780,5.0
364,858,5.0
364,1210,3.0
367,1,5.0
367,34,3.0
367,150,4.0
367,260,5.0
367,318,5.0
367,356,5.0
367,500,5.0
367,527,3.0
367,593,5.0
367,858,5.0
367,1136,3.0
367,1196,4.0
367,1198,5.0
367,1221,4.0
367,1265,4.0
367,1270,4.0
367,1580,4.0
367,1704,5.0
367,2762,5.0
367,3793,5.0
367,4306,5.0
368,10,3.0
368,47,4.0
368,50,4.0
368,110,4.0
368,165,2.0
368,260,4.0
368,293,4.0
368,296,5.0
368,316,2.0
368,356,4.0
368,367,3.0
368,377,3.0
368,380,3.0
368,457,3.0
368,480,4.0
368,527,5.0
368,589,3.0
368,592,3.0
368,593,4.0
368,608,4.0
368,648,3.0
368,780,2.0
368,858,5.0
368,1036,4.0
368,1089,4.0
368,1193,5.0
368,1196,3.0
368,1197,5.0
368,1198,4.0
368,1200,5.0
368,1210,4.0
368,1213,4.0
368,1214,4.0
368,1221,4.0
368,1240,4.0
368,1291,2.0
368,1580,3.0
368,2028,5.0
368,2571,4.0
368,2762,4.0
368,2858,4.0
368,3578,3.0
377,32,4.5
377,34,4.0
377,150,5.0
377,344,3.0
377,1200,4.5
377,1214,5.0
377,2858,4.5
380,1,5.0
380,10,5.0
380,32,5.0
380,34,4.0
380,47,5.0
380,50,4.0
380,110,4.0
380,153,3.0
380,165,5.0
380,231,4.0
380,260,5.0
380,293,5.0
380,296,5.0
380,316,5.0
380,318,3.0
380,344,5.0
380,356,5.0
380,364,5.0
380,367,5.0
380,377,5.0
380,380,5.0
380,457,4.0
380,480,5.0
380,500,4.0
380,541,5.0
380,588,5.0
380,589,5.0
380,592,3.0
380,593,5.0
380,595,4.0
380,608,4.0
380,648,4.0
380,780,4.0
380,858,4.0
380,1036,5.0
380,1089,4.0
380,1136,5.0
380,1193,4.0
380,1196,5.0
380,1197,3.5
380,1198,5.0
380,1200,5.0
380,1210,5.0
380,1213,5.0
380,1214,5.0
380,1221,5.0
380,1240,5.0
380,1265,5.0
380,1270,5.0
380,1291,5.0
380,1580,5.0
380,1682,4.0
380,1721,2.0
380,2028,5.0
380,2571,4.5
380,2628,4.0
380,2762,5.0
380,2959,4.0
380,3578,4.0
380,3793,5.0
380,4226,5.0
380,4306,5.0
380,4886,5.0
380,4993,5.0
380,5952,5.0
380,6377,4.0
380,6539,5.0
380,6874,4.0
380,7153,5.0
380,8961,4.0
380,58559,5.0
380,79132,5.0
410,260,3.0
410,296,2.0
410,318,5.0
410,527,4.0
410,593,3.0
410,597,4.0
410,2858,3.0
434,1,4.0
434,10,3.5
434,32,3.5
434,34,3.5
434,47,4.0
434,110,4.5
434,150,5.0
434,231,4.0
434,260,5.0
434,293,4.5
434,296,5.0
434,316,3.5
434,318,4.0
434,344,3.0
434,356,4.5
434,367,2.0
434,380,2.5
434,480,5.0
434,500,2.0
434,527,5.0
434,541,5.0
434,588,4.0
434,589,4.5
434,593,4.0
434,608,5.0
434,648,4.0
434,780,2.5
434,858,5.0
434,1036,4.5
434,1089,4.0
434,1136,5.0
434,1193,4.5
434,1196,5.0
434,1197,4.0
434,1200,5.0
434,1210,4.5
434,1213,4.5
434,1214,5.0
434,1240,3.5
434,1265,5.0
434,1270,3.5
434,1291,4.5
434,1580,3.5
434,1704,4.5
434,1721,3.0
434,2028,5.0
434,2329,5.0
434,2571,5.0
434,2628,0.5
434,2762,5.0
434,2858,5.0
434,2959,5.0
434,3578,3.5
434,3793,4.5
434,4226,5.0
434,4306,3.0
434,4886,4.5
434,4993,5.0
434,5952,5.0
434,6377,4.0
434,6874,4.0
434,7153,5.0
434,7361,4.0
434,8961,4.5
434,58559,5.0
440,541,5.0
440,1214,4.5
440,7361,4.0
454,296,4.0
454,1089,4.0
454,2858,5.0
454,6874,4.5
454,7361,3.5
457,34,2.0
457,110,5.0
457,260,5.0
457,480,2.0
457,1136,5.0
457,1197,5.0
457,1270,4.0
457,2628,3.0
457,2762,5.0
457,2858,3.0
457,2959,5.0
457,3578,5.0
457,3793,3.0
480,1,3.0
480,10,4.0
480,32,4.0
480,34,4.0
480,47,4.5
480,50,3.5
480,110,5.0
480,150,3.5
480,153,1.0
480,165,3.0
480,231,3.0
480,260,4.5
480,293,4.5
480,296,4.0
480,316,4.0
480,318,5.0
480,344,3.5
480,356,5.0
480,364,3.5
480,367,4.0
480,377,3.5
480,380,2.5
480,457,3.5
480,480,5.0
480,500,4.0
480,527,5.0
480,541,4.0
480,588,4.0
480,589,4.5
480,590,5.0
480,592,4.5
480,593,4.5
480,595,3.0
480,597,3.0
480,608,4.0
480,648,3.0
480,780,3.0
480,858,5.0
480,1036,3.5
480,1089,4.0
480,1136,5.0
480,1193,3.5
480,1196,5.0
480,1197,4.5
480,1198,5.0
480,1200,4.0
480,1210,3.5
480,1213,4.0
480,1214,5.0
480,1221,5.0
480,1240,4.0
480,1265,3.0
480,1270,5.0
480,1291,5.0
480,1580,3.5
480,1682,4.5
480,1704,5.0
480,1721,4.0
480,2028,4.5
480,2329,5.0
480,2571,5.0
480,2628,2.0
480,2762,4.0
480,2858,4.0
480,2959,4.5
480,3578,4.5
480,3793,4.0
480,4226,4.0
480,4306,3.5
480,4886,2.5
480,4993,3.5
480,5952,4.5
480,6377,3.0
480,6539,3.0
480,6874,4.0
480,7153,4.0
480,7361,4.5
480,8961,3.5
500,1,4.0
500,231,1.0
500,260,4.0
500,356,4.0
500,364,3.0
500,480,4.0
500,588,4.0
500,595,4.0
500,597,1.0
500,1265,3.0
500,1580,4.0
500,2858,5.0
500,4306,5.0
527,34,5.0
527,260,5.0
527,364,4.0
527,480,5.0
527,527,1.0
527,588,5.0
527,590,5.0
527,593,5.0
527,595,5.0
527,780,4.0
527,1196,5.0
527,1198,5.0
527,1210,5.0
527,1214,5.0
527,1270,4.0
527,1291,4.0
539,318,4.0
539,527,3.5
539,1197,5.0
539,1265,3.5
539,2329,3.5
539,4306,5.0
539,4886,4.5
539,6377,5.0
539,6539,4.5
539,8961,4.5
541,1,3.0
541,10,4.0
541,47,1.0
541,50,5.0
541,110,5.0
541,153,3.0
541,165,3.0
541,293,3.0
541,316,5.0
541,318,4.0
541,344,3.0
541,356,5.0
541,364,3.0
541,367,2.0
541,377,3.0
541,380,4.0
541,457,5.0
541,480,5.0
541,588,3.0
541,589,3.0
541,590,5.0
541,592,3.0
541,593,4.0
541,595,3.0
541,597,3.0
541,608,3.0
541,648,5.0
551,47,4.5
551,110,3.5
551,260,3.5
551,293,4.5
551,296,3.5
551,318,4.0
551,356,4.5
551,377,4.0
551,589,4.0
551,593,4.5
551,648,4.0
551,1036,4.5
551,1210,3.5
551,1270,4.0
551,1291,3.0
551,1704,4.5
551,1721,3.5
551,2028,4.5
551,2571,4.0
551,2762,4.0
551,2959,4.5
551,4226,3.0
551,4306,4.0
551,4993,2.0
551,5952,2.0
551,6377,4.0
551,6874,0.5
551,7153,2.0
551,79132,4.0
586,110,5.0
586,260,4.5
586,316,4.0
586,318,5.0
586,380,4.5
586,457,4.5
586,527,2.5
586,588,4.5
586,589,5.0
586,858,3.0
586,1196,4.5
586,1198,5.0
586,1200,5.0
586,1210,4.5
586,1221,3.0
586,1265,4.5
586,1270,4.5
586,1291,4.0
586,1580,5.0
586,1704,5.0
586,2028,2.5
586,2571,5.0
586,2762,3.0
586,3578,5.0
586,3793,5.0
586,4886,5.0
586,4993,5.0
586,5952,5.0
586,6539,5.0
586,7153,5.0
586,58559,4.5
587,1,5.0
587,32,5.0
587,50,5.0
587,153,3.0
587,296,5.0
587,344,3.0
587,356,4.0
587,380,4.0
587,500,5.0
587,590,5.0
587,597,4.0
587,1193,5.0
587,1270,5.0
587,1580,4.0
587,2571,4.0
587,2858,5.0
588,10,3.0
588,47,3.0
588,50,5.0
588,110,5.0
588,150,3.0
588,165,4.0
588,231,2.0
588,296,5.0
588,316,2.0
588,318,5.0
588,344,3.0
588,356,3.0
588,364,3.0
588,367,1.0
588,380,3.0
588,457,5.0
588,480,3.0
588,527,4.0
588,589,3.0
588,590,3.0
588,592,2.0
588,593,5.0
589,150,4.0
589,231,4.0
589,296,5.0
589,318,5.0
589,356,5.0
589,527,5.0
589,590,5.0
589,593,5.0
589,780,5.0
590,1,4.0
590,10,3.5
590,32,3.0
590,47,3.0
590,50,4.5
590,110,4.0
590,150,4.5
590,153,2.5
590,165,3.0
590,231,2.0
590,260,5.0
590,296,4.5
590,318,4.5
590,344,3.0
590,356,5.0
590,364,4.5
590,367,3.0
590,377,3.0
590,380,3.0
590,457,4.0
590,480,4.0
590,500,2.5
590,527,5.0
590,541,4.5
590,588,4.0
590,589,4.5
590,590,3.0
590,592,3.5
590,593,3.5
590,595,4.5
590,597,3.0
590,608,4.0
590,648,3.5
590,780,4.0
590,858,5.0
590,1036,4.0
590,1089,4.0
590,1136,3.5
590,1193,4.5
590,1196,5.0
590,1197,4.5
590,1198,5.0
590,1200,4.5
590,1210,4.5
590,1213,4.0
590,1214,4.5
590,1221,5.0
590,1240,4.5
590,1265,4.0
590,1270,4.5
590,1291,4.0
590,1580,3.5
590,1721,3.5
590,2028,4.0
590,2329,3.0
590,2571,4.0
